mnist-net_256x2.onnx,prop_0_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_1_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_2_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_3_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_4_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_5_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_6_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_7_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_8_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_9_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_10_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_11_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_12_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_13_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_14_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_15_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_16_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_17_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_18_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_19_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_20_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_21_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_22_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_23_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_24_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_25_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_26_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_27_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_28_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_29_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_30_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_31_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_32_0.01003922.vnnlib,120
mnist-net_256x2.onnx,prop_33_0.01003922.vnnlib,120
